Feature,Coefficient,Odds_Ratio,HC_Std_Error,z_value,p_value,CI_Lower_95,CI_Upper_95,Significant,split_seed,X_features
const,-1.042399886691631,0.3526074478110644,0.04102732724061574,-25.407452953934776,2.0862607628690864e-142,-1.1228119704651771,-0.9619878029180852,True,432,mrVI (vs ctrl)
X7,0.3096471996004971,1.3629441820487236,0.13492662420605714,2.294930310622834,0.021737118419600104,0.045195875601054813,0.5740985235999394,True,432,mrVI (vs ctrl)
X30,0.2793342688235328,1.3222492567100392,0.0908553183654349,3.074495514946135,0.002108588918648006,0.10126111702335985,0.45740742062370576,True,432,mrVI (vs ctrl)
X4,0.2676184122881928,1.3068483675800082,0.12864058497117212,2.0803575508317618,0.03749274973065698,0.015487498794530874,0.5197493257818546,True,432,mrVI (vs ctrl)
X11,0.2614609034320346,1.2988261609339706,0.10302658062445744,2.5378004573896003,0.011155156786360922,0.05953251595778586,0.46338929090628334,True,432,mrVI (vs ctrl)
X6,0.25994669098691253,1.2968609504456163,0.15432162924471035,1.6844475544948452,0.09209520698886572,-0.0425181443682629,0.5624115263420879,False,432,mrVI (vs ctrl)
X26,0.2490816307583375,1.282846748548666,0.16268088742388345,1.5311056799765737,0.12574327627108656,-0.06976704956548907,0.5679303110821641,False,432,mrVI (vs ctrl)
X1,0.23207146252804103,1.2612098548525923,0.09810086350309198,2.365641384193591,0.017998869424383307,0.0397973032097009,0.42434562184638114,True,432,mrVI (vs ctrl)
X3,-0.2193433773426734,0.8030459230303433,0.11508381160947653,-1.9059446700200504,0.05665738464106426,-0.44490350330083994,0.006216748615493151,False,432,mrVI (vs ctrl)
X20,-0.19870711387422957,0.8197899632809218,0.16611720368460997,-1.1961862436084272,0.23162388789582267,-0.5242908503085695,0.12687662256011034,False,432,mrVI (vs ctrl)
X28,0.1961532938045339,1.2167134056662603,0.1441111769524545,1.3611247784705085,0.173474260392129,-0.08629942279195568,0.47860601040102346,False,432,mrVI (vs ctrl)
X19,-0.19391055409316107,0.8237315803917139,0.10656909715372871,-1.819575836449473,0.06882362423161646,-0.40278214637941934,0.014961038193097187,False,432,mrVI (vs ctrl)
X12,0.1824843435986212,1.200195360066189,0.11435634457253022,1.5957518079189823,0.11054421672750983,-0.04164997316719052,0.40661866036443295,False,432,mrVI (vs ctrl)
X23,-0.16581401407224367,0.8472037875200149,0.1007903715042285,-1.6451374431662573,0.09994147052956315,-0.3633595122089437,0.03173148406445633,False,432,mrVI (vs ctrl)
X9,-0.14290711123285443,0.8668345843517999,0.11390297175859536,-1.2546390056945145,0.20960983695342628,-0.36615283361178425,0.08033861114607538,False,432,mrVI (vs ctrl)
approval_rate,0.13818392500486743,1.1481867111011332,0.04132854804336906,3.343546568823588,0.0008271481004837018,0.05718145930653075,0.21918639070320411,True,432,mrVI (vs ctrl)
X2,-0.13130563941477383,0.8769497030325228,0.12021936816027604,-1.0922170148134336,0.27473772548547903,-0.3669312712530761,0.10431999242352849,False,432,mrVI (vs ctrl)
X27,-0.12555838840282157,0.8820042641032739,0.10829477251206193,-1.1594131968727928,0.24628780007486129,-0.33781224224042117,0.08669546543477805,False,432,mrVI (vs ctrl)
X15,-0.1148884030051401,0.8914656232405054,0.10063659841218263,-1.1416165174282382,0.25361345523334244,-0.3121325114196388,0.08235570540935865,False,432,mrVI (vs ctrl)
X25,-0.11392341836559557,0.8923262890714804,0.11668651998839438,-0.9763203014103632,0.3289057625626626,-0.34262479502416165,0.11477795829297054,False,432,mrVI (vs ctrl)
X29,0.10205340485079824,1.1074426129562176,0.11580782921998642,0.8812306174648993,0.378193010700112,-0.12492576954814046,0.32903257924973695,False,432,mrVI (vs ctrl)
